Brand,quantity,Prices,Price,ean13,description,name,image,option,category
Gucci,254,123.75,495,,<span class="pdpBulletContainer">            <span class="pdpBulletHeaderText">            color:            </span>            <span class="pdpBulletContentsText">            Ebony / Chocolate            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            GG coated canvas upper with smooth leather trim            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Rounded toe with leather trim            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather-trimmed lace-up vamp            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather patch with logo lettering at heel            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather lined            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Rubber mid-sole            </span>            </span>                                                                                                                                                         <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Canvas / Leather / Rubber;            </span>            </span>                                                                                       <span class="pdpBulletContainer">        <span class="pdpBulletContentsText">           Italy;           </span>        </span>    <span class="pdpBulletContainer">           <span class="pdpBulletHeaderText">           style#           </span>          <span class="pdpBulletContentsText">           330911901           </span>    </span>,Gucci ebony and chocolate GG coated canvas low profile sneakers,/g/m/330911901.jpg|||/g/m/330911901_alt01.jpg|||/g/m/330911901_alt02.jpg|||/g/m/330911901_alt03.jpg|||/g/m/330911901_alt04.jpg,1:US 8 (EUR 41 - UK 7)|||1:US 8.5 (EUR 41.5 - UK 7.5)|||1:US 9 (EUR 42 - UK 8)|||1:US 9.5 (EUR 42.5 - UK 8.5)|||1:US 10 (EUR 43 - UK 9)|||1:US 10.5 (EUR 43.5 - UK 9.5)|||1:US 11 (EUR 44 - UK 10)|||1:US 12 (EUR 45 - UK 11),Home|||Men|||Sneakers|||Gucci ebony and chocolate GG coated canvas low profile sneakers
Gucci,254,132.5,530,,<span class="pdpBulletContainer">            <span class="pdpBulletHeaderText">            color:            </span>            <span class="pdpBulletContentsText">            Khaki            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Suede upper            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Rounded toe            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Signature web stripe at sides            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Lace up vamp            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Logo printed leather patch            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather lining            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Rubber sole            </span>            </span>                                                                                                                                 <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Suede;            </span>            </span>                                                                                       <span class="pdpBulletContainer">        <span class="pdpBulletContentsText">           Italy;           </span>        </span>    <span class="pdpBulletContainer">           <span class="pdpBulletHeaderText">           style#           </span>          <span class="pdpBulletContentsText">           333170601           </span>    </span>,Gucci khaki suede web stripe detail high top sneakers,/g/m/333170601.jpg|||/g/m/333170601_alt01.jpg|||/g/m/333170601_alt02.jpg|||/g/m/333170601_alt03.jpg,1:US 8 (EUR 41 - UK 7)|||1:US 8.5 (EUR 41.5 - UK 7.5)|||1:US 9 (EUR 42 - UK 8)|||1:US 9.5 (EUR 42.5 - UK 8.5)|||1:US 10 (EUR 43 - UK 9)|||1:US 10.5 (EUR 43.5 - UK 9.5)|||1:US 11 (EUR 44 - UK 10)|||1:US 12 (EUR 45 - UK 11),Home|||Men|||Sneakers|||Gucci khaki suede web stripe detail high top sneakers
Gucci,254,148.75,595,,<span class="pdpBulletContainer">            <span class="pdpBulletHeaderText">            color:            </span>            <span class="pdpBulletContentsText">            Military Green / Red / Green / Blue            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Floral printed perforated leather upper            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Rounded toe            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Lace up vamp            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather lining            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Rubber sole            </span>            </span>                                                                                                                                                                                 <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather;            </span>            </span>                                                                                       <span class="pdpBulletContainer">        <span class="pdpBulletContentsText">           Italy;           </span>        </span>    <span class="pdpBulletContainer">           <span class="pdpBulletHeaderText">           style#           </span>          <span class="pdpBulletContentsText">           336719001           </span>    </span>,Gucci military green perforated floral print leather sneakers,/g/m/336719001.jpg|||/g/m/336719001_alt01.jpg|||/g/m/336719001_alt02.jpg|||/g/m/336719001_alt03.jpg|||/g/m/336719001_alt04.jpg,1:US 8 (EUR 41 - UK 7)|||1:US 8.5 (EUR 41.5 - UK 7.5)|||1:US 9 (EUR 42 - UK 8)|||1:US 9.5 (EUR 42.5 - UK 8.5)|||1:US 10 (EUR 43 - UK 9)|||1:US 10.5 (EUR 43.5 - UK 9.5)|||1:US 11 (EUR 44 - UK 10)|||1:US 12 (EUR 45 - UK 11),Home|||Men|||Sneakers|||Gucci military green perforated floral print leather sneakers
Gucci,254,123.75,495,,<span class="pdpBulletContainer">            <span class="pdpBulletHeaderText">            color:            </span>            <span class="pdpBulletContentsText">            White            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Smooth leather upper            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Rounded toe shape            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Signature webstriped detail            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather lining            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Rubber sole            </span>            </span>                                                                                                                                                                                 <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather;            </span>            </span>                                                                                       <span class="pdpBulletContainer">        <span class="pdpBulletContentsText">           Italy;           </span>        </span>    <span class="pdpBulletContainer">           <span class="pdpBulletHeaderText">           style#           </span>          <span class="pdpBulletContentsText">           336862301           </span>    </span>,Gucci white leather signature striped detail sneakers,/g/m/336862301.jpg|||/g/m/336862301_alt01.jpg|||/g/m/336862301_alt02.jpg|||/g/m/336862301_alt03.jpg|||/g/m/336862301_alt04.jpg,1:US 8 (EUR 41 - UK 7)|||1:US 8.5 (EUR 41.5 - UK 7.5)|||1:US 9 (EUR 42 - UK 8)|||1:US 9.5 (EUR 42.5 - UK 8.5)|||1:US 10 (EUR 43 - UK 9)|||1:US 10.5 (EUR 43.5 - UK 9.5)|||1:US 11 (EUR 44 - UK 10)|||1:US 12 (EUR 45 - UK 11),Home|||Men|||Sneakers|||Gucci white leather signature striped detail sneakers
Gucci,254,142.5,570,,<span class="pdpBulletContainer">            <span class="pdpBulletHeaderText">            color:            </span>            <span class="pdpBulletContentsText">            Black            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Smooth leather upper            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Rounded toe            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Signature stripe at vamp            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather lining            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Rubber sole            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            &#190'' square heel            </span>            </span>                                                                                        <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            All measurements are approximate            </span>            </span>                                                                                                         <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather;            </span>            </span>                                                                                       <span class="pdpBulletContainer">        <span class="pdpBulletContentsText">           Italy;           </span>        </span>    <span class="pdpBulletContainer">           <span class="pdpBulletHeaderText">           style#           </span>          <span class="pdpBulletContentsText">           333176701           </span>    </span>,Gucci black leather stripe detail loafers,/g/m/333176701.jpg|||/g/m/333176701_alt01.jpg|||/g/m/333176701_alt02.jpg|||/g/m/333176701_alt03.jpg|||/g/m/333176701_alt04.jpg,1:US 8 (EUR 41 - UK 7)|||1:US 8.5 (EUR 41.5 - UK 7.5)|||1:US 9 (EUR 42 - UK 8)|||1:US 9.5 (EUR 42.5 - UK 8.5)|||1:US 10 (EUR 43 - UK 9)|||1:US 10.5 (EUR 43.5 - UK 9.5)|||1:US 11 (EUR 44 - UK 10)|||1:US 12 (EUR 45 - UK 11),Home|||Men|||Loafers & Slip-ons|||Gucci black leather stripe detail loafers
Gucci,254,123.75,495,,<span class="pdpBulletContainer">            <span class="pdpBulletHeaderText">            color:            </span>            <span class="pdpBulletContentsText">            White / Green / Red            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Cracked leather upper with allover toasted look            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Rounded toe            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Lace up vamp            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Suede web stripe at sides            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Turtle embossed logo printed patch at back heel            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather lining            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Rubber sole            </span>            </span>                                                                                                                                 <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather;            </span>            </span>                                                                                       <span class="pdpBulletContainer">        <span class="pdpBulletContentsText">           Italy;           </span>        </span>    <span class="pdpBulletContainer">           <span class="pdpBulletHeaderText">           style#           </span>          <span class="pdpBulletContentsText">           332866801           </span>    </span>,Gucci white leather web stripe sneakers,/g/m/332866801.jpg|||/g/m/332866801_alt01.jpg|||/g/m/332866801_alt02.jpg|||/g/m/332866801_alt03.jpg|||/g/m/332866801_alt04.jpg,1:US 8 (EUR 41 - UK 7)|||1:US 8.5 (EUR 41.5 - UK 7.5)|||1:US 9 (EUR 42 - UK 8)|||1:US 9.5 (EUR 42.5 - UK 8.5)|||1:US 10 (EUR 43 - UK 9)|||1:US 10.5 (EUR 43.5 - UK 9.5)|||1:US 11 (EUR 44 - UK 10)|||1:US 12 (EUR 45 - UK 11),Home|||Men|||Sneakers|||Gucci white leather web stripe sneakers
Gucci,254,132.5,530,,<span class="pdpBulletContainer">            <span class="pdpBulletHeaderText">            color:            </span>            <span class="pdpBulletContentsText">            Blue            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Suede upper            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Rounded toe            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Signature web stripe at sides            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Lace up vamp            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Logo printed leather patch            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather lining            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Rubber sole            </span>            </span>                                                                                                                                 <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Suede;            </span>            </span>                                                                                       <span class="pdpBulletContainer">        <span class="pdpBulletContentsText">           Italy;           </span>        </span>    <span class="pdpBulletContainer">           <span class="pdpBulletHeaderText">           style#           </span>          <span class="pdpBulletContentsText">           335624401           </span>    </span>,Gucci blue suede web stripe detail high top sneakers,/g/m/335624401.jpg|||/g/m/335624401_alt01.jpg|||/g/m/335624401_alt02.jpg|||/g/m/335624401_alt03.jpg|||/g/m/335624401_alt04.jpg,1:US 8 (EUR 41 - UK 7)|||1:US 8.5 (EUR 41.5 - UK 7.5)|||1:US 9 (EUR 42 - UK 8)|||1:US 9.5 (EUR 42.5 - UK 8.5)|||1:US 10 (EUR 43 - UK 9)|||1:US 10.5 (EUR 43.5 - UK 9.5)|||1:US 11 (EUR 44 - UK 10)|||1:US 12 (EUR 45 - UK 11),Home|||Men|||Sneakers|||Gucci blue suede web stripe detail high top sneakers
Gucci,254,168.75,675,,<span class="pdpBulletContainer">            <span class="pdpBulletHeaderText">            color:            </span>            <span class="pdpBulletContentsText">            Dark Brown / Light Brown            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Textured leather upper with tooling; darker tones at seams            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Rounded cap toe            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Lace-up vamp            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather lining            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather sole            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            ?'' heel            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            All measurements are approximate            </span>            </span>                                                                                                                                 <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather;            </span>            </span>                                                                                       <span class="pdpBulletContainer">        <span class="pdpBulletContentsText">           Italy;           </span>        </span>    <span class="pdpBulletContainer">           <span class="pdpBulletHeaderText">           style#           </span>          <span class="pdpBulletContentsText">           328233701           </span>    </span>,Gucci dark and light brown leather tooled oxfords,/g/m/328233701.jpg|||/g/m/328233701_alt01.jpg|||/g/m/328233701_alt02.jpg|||/g/m/328233701_alt03.jpg|||/g/m/328233701_alt04.jpg,1:US 8 (EUR 41 - UK 7)|||1:US 8.5 (EUR 41.5 - UK 7.5)|||1:US 9 (EUR 42 - UK 8)|||1:US 9.5 (EUR 42.5 - UK 8.5)|||1:US 10 (EUR 43 - UK 9)|||1:US 10.5 (EUR 43.5 - UK 9.5)|||1:US 11 (EUR 44 - UK 10)|||1:US 12 (EUR 45 - UK 11),Home|||Men|||Oxfords|||Gucci dark and light brown leather tooled oxfords
Gucci,254,123.75,495,,<span class="pdpBulletContainer">            <span class="pdpBulletHeaderText">            color:            </span>            <span class="pdpBulletContentsText">            Cocoa            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Suede upper            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Rounded moc toe            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Signature 'GG' logo strap at vamp            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather lined            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Sectioned rubber sole extends up back heel            </span>            </span>                                                                                                                                                                                 <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Suede;            </span>            </span>                                                                                       <span class="pdpBulletContainer">        <span class="pdpBulletContentsText">           Italy;           </span>        </span>    <span class="pdpBulletContainer">           <span class="pdpBulletHeaderText">           style#           </span>          <span class="pdpBulletContentsText">           343772501           </span>    </span>,Gucci cocoa suede driver loafers,/g/m/343772501.jpg|||/g/m/343772501_alt01.jpg|||/g/m/343772501_alt02.jpg|||/g/m/343772501_alt03.jpg|||/g/m/343772501_alt04.jpg,1:US 8 (EUR 41 - UK 7)|||1:US 8.5 (EUR 41.5 - UK 7.5)|||1:US 9 (EUR 42 - UK 8)|||1:US 9.5 (EUR 42.5 - UK 8.5)|||1:US 10 (EUR 43 - UK 9)|||1:US 10.5 (EUR 43.5 - UK 9.5)|||1:US 11 (EUR 44 - UK 10)|||1:US 12 (EUR 45 - UK 11),Home|||Men|||Loafers & Slip-ons|||Gucci cocoa suede driver loafers
Gucci,254,157.5,630,,<span class="pdpBulletContainer">            <span class="pdpBulletHeaderText">            color:            </span>            <span class="pdpBulletContentsText">            Black            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Smooth leather upper            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Tapered moc stitched toe            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Polished silvertone horsebit detail across vamp            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather lined            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather sole            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            1'' heel            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            All measurements are approximate            </span>            </span>                                                                                                                                 <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather;            </span>            </span>                                                                                       <span class="pdpBulletContainer">        <span class="pdpBulletContentsText">           Italy;           </span>        </span>    <span class="pdpBulletContainer">           <span class="pdpBulletHeaderText">           style#           </span>          <span class="pdpBulletContentsText">           328277401           </span>    </span>,Gucci black leather horsebit loafers,/g/m/328277401.jpg|||/g/m/328277401_alt01.jpg|||/g/m/328277401_alt02.jpg|||/g/m/328277401_alt03.jpg|||/g/m/328277401_alt04.jpg,1:US 8 (EUR 41 - UK 7)|||1:US 8.5 (EUR 41.5 - UK 7.5)|||1:US 9 (EUR 42 - UK 8)|||1:US 9.5 (EUR 42.5 - UK 8.5)|||1:US 10 (EUR 43 - UK 9)|||1:US 10.5 (EUR 43.5 - UK 9.5)|||1:US 11 (EUR 44 - UK 10)|||1:US 12 (EUR 45 - UK 11),Home|||Men|||Loafers & Slip-ons|||Gucci black leather horsebit loafers
Gucci,254,318.75,"1,275.00",,<span class="pdpBulletContainer">            <span class="pdpBulletHeaderText">            color:            </span>            <span class="pdpBulletContentsText">            Black            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Smooth leather upper            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Rounded toe            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Dual buckle straps at vamp with silvertone buckles            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Wool lining            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather sole with diamante embossed rubber patching            </span>            </span>                                                                                                                                                                                 <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather;            </span>            </span>                                                                                       <span class="pdpBulletContainer">        <span class="pdpBulletContentsText">           Italy;           </span>        </span>    <span class="pdpBulletContainer">           <span class="pdpBulletHeaderText">           style#           </span>          <span class="pdpBulletContentsText">           339245601           </span>    </span>,Gucci black leather monk strap detail wool lined boots,/g/m/339245601.jpg|||/g/m/339245601_alt01.jpg|||/g/m/339245601_alt02.jpg|||/g/m/339245601_alt03.jpg|||/g/m/339245601_alt04.jpg,1:US 8 (EUR 41 - UK 7)|||1:US 8.5 (EUR 41.5 - UK 7.5)|||1:US 9 (EUR 42 - UK 8)|||1:US 9.5 (EUR 42.5 - UK 8.5)|||1:US 10 (EUR 43 - UK 9)|||1:US 10.5 (EUR 43.5 - UK 9.5)|||1:US 11 (EUR 44 - UK 10)|||1:US 12 (EUR 45 - UK 11),Home|||Men|||Boots|||Gucci black leather monk strap detail wool lined boots
Gucci,254,148.75,595,,<span class="pdpBulletContainer">            <span class="pdpBulletHeaderText">            color:            </span>            <span class="pdpBulletContentsText">            Emerald            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Suede upper            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Rounded moc toe            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Webstripe with goldtone horsebit at vamp            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather lining            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather sole            </span>            </span>                                                                                                                                                                                 <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Suede;            </span>            </span>                                                                                       <span class="pdpBulletContainer">        <span class="pdpBulletContentsText">           Italy;           </span>        </span>    <span class="pdpBulletContainer">           <span class="pdpBulletHeaderText">           style#           </span>          <span class="pdpBulletContentsText">           334419801           </span>    </span>,Gucci emerald suede 'Caligola' web stripe horsebit loafers,/g/m/334419801.jpg|||/g/m/334419801_alt01.jpg|||/g/m/334419801_alt02.jpg|||/g/m/334419801_alt03.jpg|||/g/m/334419801_alt04.jpg,1:US 8 (EUR 41 - UK 7)|||1:US 8.5 (EUR 41.5 - UK 7.5)|||1:US 9 (EUR 42 - UK 8)|||1:US 9.5 (EUR 42.5 - UK 8.5)|||1:US 10 (EUR 43 - UK 9)|||1:US 10.5 (EUR 43.5 - UK 9.5)|||1:US 11 (EUR 44 - UK 10)|||1:US 12 (EUR 45 - UK 11),Home|||Men|||Loafers & Slip-ons|||Gucci emerald suede 'Caligola' web stripe horsebit loafers
Gucci,254,281.25,"1,125.00",,<span class="pdpBulletContainer">            <span class="pdpBulletHeaderText">            color:            </span>            <span class="pdpBulletContentsText">            Brown            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Smooth leather upper with tooling            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Wingtip toe            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Elastic gussets at side            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Pulltab at opening            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather lining            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather sole with diamante embossed rubber patching            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Boot shaft measures 7'' tall            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            All measurements are approximate            </span>            </span>                                                                                                         <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather;            </span>            </span>                                                                                       <span class="pdpBulletContainer">        <span class="pdpBulletContentsText">           Italy;           </span>        </span>    <span class="pdpBulletContainer">           <span class="pdpBulletHeaderText">           style#           </span>          <span class="pdpBulletContentsText">           339245801           </span>    </span>,Gucci brown leather tooled wingtip elastic gusset boot,/g/m/339245801.jpg|||/g/m/339245801_alt01.jpg|||/g/m/339245801_alt02.jpg|||/g/m/339245801_alt03.jpg|||/g/m/339245801_alt04.jpg,1:US 8 (EUR 41 - UK 7)|||1:US 8.5 (EUR 41.5 - UK 7.5)|||1:US 9 (EUR 42 - UK 8)|||1:US 9.5 (EUR 42.5 - UK 8.5)|||1:US 10 (EUR 43 - UK 9)|||1:US 10.5 (EUR 43.5 - UK 9.5)|||1:US 11 (EUR 44 - UK 10)|||1:US 12 (EUR 45 - UK 11),Home|||Men|||Boots|||Gucci brown leather tooled wingtip elastic gusset boot
Gucci,254,123.75,495,,<span class="pdpBulletContainer">            <span class="pdpBulletHeaderText">            color:            </span>            <span class="pdpBulletContentsText">            Black / Red / Green            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Smooth leather upper            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Rounded toe shape            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Signature striped fabric detail            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather lining            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Rubber sole            </span>            </span>                                                                                                                                                                                 <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather / Fabric;            </span>            </span>                                                                                       <span class="pdpBulletContainer">        <span class="pdpBulletContentsText">           Italy;           </span>        </span>    <span class="pdpBulletContainer">           <span class="pdpBulletHeaderText">           style#           </span>          <span class="pdpBulletContentsText">           332866701           </span>    </span>,Gucci black leather signature striped detail sneakers,/g/m/332866701.jpg|||/g/m/332866701_alt01.jpg|||/g/m/332866701_alt02.jpg|||/g/m/332866701_alt03.jpg|||/g/m/332866701_alt04.jpg,1:US 8 (EUR 41 - UK 7)|||1:US 8.5 (EUR 41.5 - UK 7.5)|||1:US 9 (EUR 42 - UK 8)|||1:US 9.5 (EUR 42.5 - UK 8.5)|||1:US 10 (EUR 43 - UK 9)|||1:US 10.5 (EUR 43.5 - UK 9.5)|||1:US 11 (EUR 44 - UK 10)|||1:US 12 (EUR 45 - UK 11),Home|||Men|||Sneakers|||Gucci black leather signature striped detail sneakers
Gucci,254,160,640,,<span class="pdpBulletContainer">            <span class="pdpBulletHeaderText">            color:            </span>            <span class="pdpBulletContentsText">            Black            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Smooth leather upper            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Rounded toe            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Goldtone horsebit at vamp            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather and fabric lining            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather sole            </span>            </span>                                                                <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            &#190'' block heel            </span>            </span>                                                                                        <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            All measurements are approximate            </span>            </span>                                                                                                         <span class="pdpBulletContainer">            <span class="pdpBulletContentsText">            Leather;            </span>            </span>                                                                                       <span class="pdpBulletContainer">        <span class="pdpBulletContentsText">           Italy;           </span>        </span>    <span class="pdpBulletContainer">           <span class="pdpBulletHeaderText">           style#           </span>          <span class="pdpBulletContentsText">           330912701           </span>    </span>,Gucci black leather horsebit loafers,/g/m/330912701.jpg|||/g/m/330912701_alt01.jpg|||/g/m/330912701_alt02.jpg|||/g/m/330912701_alt03.jpg|||/g/m/330912701_alt04.jpg,1:US 8 (EUR 41 - UK 7)|||1:US 8.5 (EUR 41.5 - UK 7.5)|||1:US 9 (EUR 42 - UK 8)|||1:US 9.5 (EUR 42.5 - UK 8.5)|||1:US 10 (EUR 43 - UK 9)|||1:US 10.5 (EUR 43.5 - UK 9.5)|||1:US 11 (EUR 44 - UK 10)|||1:US 12 (EUR 45 - UK 11),Home|||Men|||Loafers & Slip-ons|||Gucci black leather horsebit loafers
